Distance(m) deviation
746.3566042056007 32.04517907911179
729.9696852120761 29.19142059954916
727.6584429965005 33.07100488011767
735.0311672367944 33.45512381303698
736.380568076744 33.52542759679835
740.8761442121452 31.759647113452758
739.7859560934319 29.702848312467808
739.0423257068398 27.664105169326348
738.8474097809141 25.653950049585617
738.8834567533987 23.655828096852076
738.5657309006153 25.63927457992206
738.4863019515495 27.635136331675724
740.0316313992674 27.715647995901833
740.8261177561051 27.75704073509307
739.0931490835801 29.66675306725452
717.6348450835094 30.54877542885083
679.5707647618002 28.565636844089795
632.5869155772349 24.117778301573935
591.1380024909448 25.958289929778218
551.489324601501 29.89259381173821
488.9840806027415 14.636070599402828
472.47191650340955 17.77578684982764
467.8767427738888 17.536378298519608
467.9394309466659 9.53964435232129
67.56278686089232 12.680021195452483
68.45361793342079 10.726433494331218
69.42236188758714 8.776905054343288
70.41771812361003 12.828763114240076
72.2721034963243 18.9253765921585
80.27433684287399 19.342292949513734
81.45089094878908 19.4035914184319
82.81512936946828 19.4746682401493
93.28381253581807 20.020086633116122
94.626976094245 20.090065454510167
96.25723079033402 18.175001724176397
105.17745907187047 20.63974561764445
107.76246915982267 20.77442464322675
111.61830136567076 20.975313501151447
116.85682331800581 19.2482404948681
119.8877712686648 21.406152883097434
127.2620582762253 21.790353236191336
130.23784025335317 21.945391477199692
132.5776981889245 20.067298075642967
136.67311621647391 18.280669354878285
145.39206681355824 16.734926680986376
145.35048017136145 14.732760016927926
143.01679006146787 22.611174762202467
143.32822550657207 18.627400548892396
146.0082974719597 20.767032298289095
148.56194830714554 22.900077506802276
154.57999192172346 23.213617579121788
155.67515471825462 23.27067556082106
159.36026071517998 23.462669583260876
160.1335255875678 17.502956683112274
165.19961753806248 21.766900073733055
167.93187561407152 23.909250719493116
170.4160063698496 22.038673931869155
183.19455424484613 24.704436276156486
737.8148091916233 27.600151558883567
725.2012388209456 30.942984542571253
725.858315442688 30.97721823456405
281.7082554422593 1.8370001085417016
274.1798907017003 5.444772305558587
270.6375208964905 7.260214838707157
266.9305755226404 9.067082984729566
259.9777763217664 2.7048421463640295
256.6516409140346 4.5315504916212035
254.86783824374893 4.438614372499316
251.36487367619247 6.256109918529631
248.64535884234994 8.114423195686427
246.4139555774018 11.998167085582622
256.66102004500135 10.532039144344566
239.96683721773888 9.662272219044198
236.53083170696516 11.483256331932878
229.33767575483702 11.10849290682701
227.58912193863316 9.01739325300278
223.27449087202513 12.792600974432503
221.35945859579797 10.692827792841072
219.67357563573228 10.60499329062165
219.67357563573228 16.60499329062165
219.67357563573228 14.60499329062165
219.67357563573228 12.60499329062165
219.67357563573228 14.60499329062165
219.67357563573228 14.60499329062165
219.67357563573228 16.60499329062165
219.67357563573228 16.60499329062165
219.67357563573228 16.60499329062165
219.67357563573228 14.60499329062165
219.67357563573228 18.60499329062165
219.67357563573228 10.60499329062165
219.67357563573228 12.60499329062165
219.67357563573228 10.60499329062165
219.67357563573228 4.60499329062165
197.81235131059216 5.466023503281846
213.68025462563673 12.292741265995673
216.44082044063995 14.436566744957332
217.27527908238002 12.48004204019199
218.95893697411503 6.567760616351393
220.13692965068975 2.629134034800927
220.63944775193616 4.6553152278758745
182.85061867149804 22.68651723278505
178.7767007057229 24.474266106768155
174.51823183647988 18.252399878680592
162.59762145366014 23.631336077735682
158.85919637080283 19.436564130918825
147.89607688838734 22.86538560588498
145.2483926435624 22.72744125672959
139.76060249884503 22.44152739018982
137.2271914304907 22.309536673528555
135.43799129572184 22.216319346507106
130.7981403357471 19.97458311149242
130.35073186981634 17.951273130417434
121.50314601220283 19.49031390723576
121.14785309810078 15.471803146411048
123.58074247032285 17.598556682703816
127.2636206808121 15.790434637470312
127.08771075280909 17.781269730221354
130.24961120453747 21.946004743756404
132.70251370600434 22.07380096408282
140.5969078189133 22.485098897365376
150.3391799525162 14.992671275526092
156.31282514274088 19.303898189936803
163.30150905993005 15.668008622022356
167.7041534750506 23.897386396050138
174.05163118739148 22.22808998486309
176.09850722390343 12.334732226365361
178.5287603496712 14.461348414217866
185.19582817718413 16.808702648031286
187.93828820118642 10.951584815281805
192.37211636593187 7.182587262665052
196.6893633622732 7.407515831174436
198.7748468071484 7.516169518652433
205.8783502188374 5.886262046401427
206.29012934485885 7.9077157388671395
208.2795094042637 14.011362439962141
209.9582051782963 14.098822489789228
211.50005418802647 14.179152823196176
215.6353234363954 10.394600351036189
219.58339677949803 12.600294972211842
228.577208690083 15.068872572753321
231.2131328562506 11.206204221810651
233.73840770821354 11.337771041597918
265.8431153724424 17.01042631090425
266.1348416275136 11.02562524879346
269.9555565224247 11.22468449481832
275.4601400039583 11.511473294206226
279.58000241408195 15.726118125773667
283.922028056022 15.952337661718744
282.627883432641 11.884912726840597
281.70709528429336 11.836939664311686
281.9700932376513 13.850641857681637
281.58171988444604 11.83040760597963
281.5095652898996 9.826648351603765
286.03719184588243 8.062537695170477
288.5874998254809 10.195408740907553
292.84276978990266 8.417108306053933
294.7119567572392 10.514492947052162
297.7075137180066 8.670561464708143
301.27142148425946 6.856241059329918
301.729415847458 6.88010256565255
302.8153652270036 2.936680528326889
302.23115279472364 4.906243060605092
303.16983289925713 4.955148294051298
301.2032901317736 4.852691415865394
301.31598671705586 8.8585629079586
298.7524233416724 4.725001256101123
297.2555566552426 6.647014501738141
296.1702534958359 6.590470207133052
297.5409230927835 8.661882093134011
301.51428476118576 8.86889423605777
304.56956003728783 7.028074077942691
307.32581512091986 7.171674967799916
307.0535464258664 13.157489768787642
304.9520939698536 17.04800409582937
304.73488854590323 23.03668769324156
304.87073716982087 21.043765406547664
305.33711485668516 11.06806368403329
305.58916689662004 9.0811955953139
305.09829100969097 5.055620961604902
304.89400542942934 5.044977682873267
304.80549177176295 3.0403661213088498
304.9251473567074 -0.9533998227155536
305.2386397016838 1.062933128457729
305.2243241786438 5.062187289707339
305.38639687576824 7.07063127722752
305.22187747416626 7.062059816404059
305.22187747416626 7.062059816404059
304.3380833771177 -0.9839858560521719
303.5974878652223 -3.0225708822219133
303.2999879927148 0.9619293744204356
302.87433320583557 0.9397527600240352
302.53210538985195 2.921922690811286
301.5660235823548 -1.1284101713593202
299.91532114894835 6.785588231860203
296.8142869531088 6.624024350256974
